workLat,workLong,workTweets,homeLat,homeLong,homeTweets,#tweets,userID,homeCountry,workCountry,homeCanton,workCanton,distance,closer to home,closer to work,routeTime
47.42,9.37,45.0,47.42,9.37,54.0,168,48110144,Suisse,Suisse,Sankt Gallen,Sankt Gallen,0.0,"('Zurich', 61.97022169226552)","('Zurich', 61.97022169226552)",0.0
46.18,6.22,90.0,46.18,6.22,78.0,168,729364734588428289,France,France,-,-,0.0,"('Annemasse', 2.1011620179987336)","('Annemasse', 2.1011620179987336)",0.0
46.09,5.95,79.0,46.09,5.95,69.0,168,2897514064,France,France,-,-,0.0,"('Geneva', 20.682776173694915)","('Geneva', 20.682776173694915)",0.0
45.8,9.08,30.0,45.8,9.08,137.0,168,43432011,Italia,Italia,-,-,0.0,"('Varese', 19.741049492816074)","('Varese', 19.741049492816074)",0.0
45.77,6.2,38.0,45.77,6.2,53.0,168,334886472,France,France,-,-,0.0,"('Annecy', 15.820535906857003)","('Annecy', 15.820535906857003)",0.0
46.25,6.13,128.0,46.25,6.13,17.0,168,355732711,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 6.231589512632507)","('Geneva', 6.231589512632507)",0.0
46.17,7.19,58.0,46.17,7.19,60.0,168,246915796,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 14.174501802281947)","('Sion', 14.174501802281947)",0.0
47.25,7.97,52.0,47.25,7.97,116.0,168,1913907919,Suisse,Suisse,Luzern,Luzern,0.0,"('Luzern', 29.07964516071873)","('Luzern', 29.07964516071873)",0.0
47.5,8.73,66.0,47.5,8.73,102.0,168,1642462711,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 20.064927021975713)","('Zurich', 20.064927021975713)",0.0
46.17,6.24,58.0,46.17,6.24,55.0,168,278986986,France,France,-,-,0.0,"('Annemasse', 2.7172212236561823)","('Annemasse', 2.7172212236561823)",0.0
45.81,8.83,21.0,45.81,8.83,42.0,168,1482048132,Italia,Italia,-,-,0.0,"('Varese', 0.8893893961325295)","('Varese', 0.8893893961325295)",0.0
47.26,6.02,20.0,47.2,5.97,17.0,168,176177978,France,France,-,-,7.661023363213419,"('Pontarlier', 44.01222432602429)","('Pontarlier', 47.048637636625045)",14.533333333333333
47.2,5.94,84.0,47.2,5.94,75.0,168,773443818,France,France,-,-,0.0,"('Pontarlier', 45.54989655475243)","('Pontarlier', 45.54989655475243)",0.0
46.35,7.01,70.0,46.34,7.01,12.0,168,189426456,Suisse,Suisse,Vaud,Vaud,1.1112511347447205,"('Sion', 28.675805679941384)","('Sion', 29.150718961940388)",24.233333333333334
47.2,5.94,78.0,47.2,5.94,90.0,168,306265213,France,France,-,-,0.0,"('Pontarlier', 45.54989655475243)","('Pontarlier', 45.54989655475243)",0.0
47.58,6.97,33.0,47.58,6.97,118.0,168,1074429787,France,France,-,-,0.0,"('Mulhouse', 33.10761491153822)","('Mulhouse', 33.10761491153822)",0.0
45.8,9.08,100.0,45.8,9.08,69.0,169,1099567670,Italia,Italia,-,-,0.0,"('Varese', 19.741049492816074)","('Varese', 19.741049492816074)",0.0
47.82,6.38,96.0,47.82,6.38,66.0,169,2563273527,France,France,-,-,0.0,"('Mulhouse', 71.60296200283933)","('Mulhouse', 71.60296200283933)",0.0
46.54,6.62,12.0,46.53,6.63,49.0,169,520278917,Suisse,Suisse,Vaud,Vaud,1.3487961462075975,"('Lausanne', 2.829540041666745)","('Lausanne', 3.6466521796542994)",2.433333333333333
46.21,6.11,37.0,46.21,6.11,132.0,169,974318592,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 4.500020769703958)","('Geneva', 4.500020769703958)",0.0
47.18,7.54,82.0,47.18,7.54,86.0,169,2332052263,Suisse,Suisse,Solothurn,Solothurn,0.0,"('Bern', 29.780990456778717)","('Bern', 29.780990456778717)",0.0
47.47,6.69,79.0,47.47,6.69,89.0,169,2517068650,France,France,-,-,0.0,"('Mulhouse', 57.36566966427203)","('Mulhouse', 57.36566966427203)",0.0
45.83,8.8,132.0,45.83,8.8,30.0,169,701269885,Italia,Italia,-,-,0.0,"('Varese', 2.4654264505929757)","('Varese', 2.4654264505929757)",0.0
46.81,8.22,30.0,46.81,8.22,21.0,169,2293214072,Suisse,Suisse,Obwalden,Obwalden,0.0,"('Luzern', 30.57643122586675)","('Luzern', 30.57643122586675)",0.0
45.5,10.23,19.0,45.78,10.34,13.0,169,134857058,Italia,Italia,-,-,32.2674119083988,"('Varese', 117.33763435456794)","('Varese', 114.58453286062435)",118.15
47.62,6.79,50.0,47.62,6.79,112.0,169,2745273341,France,France,-,-,0.0,"('Mulhouse', 43.135208123975346)","('Mulhouse', 43.135208123975346)",0.0
47.56,9.71,74.0,47.56,9.71,95.0,169,201137678,Deutschland,Deutschland,-,-,0.0,"('Zurich', 89.75593302728579)","('Zurich', 89.75593302728579)",0.0
47.48,9.76,45.0,47.48,9.75,22.0,169,2526567975,Österreich,Österreich,-,-,0.7510363283214515,"('Zurich', 91.0952956665568)","('Zurich', 91.83995801649587)",1.2
45.97,8.77,44.0,45.97,8.77,14.0,169,266267702,Italia,Italia,-,-,0.0,"('Varese', 17.4882198877935)","('Varese', 17.4882198877935)",0.0
46.36,8.97,26.0,46.36,9.02,32.0,169,1355134830,Suisse,Suisse,Ticino,Ticino,3.83451056624211,"('Varese', 62.09354502789319)","('Varese', 61.28186344103347)",94.36666666666666
47.72,7.28,75.0,47.72,7.28,95.0,170,314654336,France,France,-,-,0.0,"('Mulhouse', 5.1944798445368106)","('Mulhouse', 5.1944798445368106)",0.0
46.22,6.11,93.0,46.22,6.11,76.0,170,40121462,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 4.89401288942452)","('Geneva', 4.89401288942452)",0.0
47.29,7.03,61.0,47.29,7.03,109.0,170,2942788053,Suisse,Suisse,Jura,Jura,0.0,"('Basel', 52.74139454279566)","('Basel', 52.74139454279566)",0.0
46.21,6.26,14.0,45.89,6.13,48.0,170,1661438834,France,France,-,-,36.946429685585734,"('Annecy', 1.5142496250374293)","('Annemasse', 2.438617112599803)",43.06666666666667
47.15,7.27,39.0,47.15,7.27,76.0,170,797974026,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 29.901180763576516)","('Bern', 29.901180763576516)",0.0
47.39,8.07,87.0,47.39,8.07,72.0,170,2226982364,Suisse,Suisse,Aargau,Aargau,0.0,"('Zurich', 36.21231013768556)","('Zurich', 36.21231013768556)",0.0
46.19,9.02,15.0,46.06,8.95,61.0,170,139382642,Suisse,Suisse,Ticino,Ticino,15.419509086199135,"('Varese', 28.58010063580219)","('Varese', 43.99845101025291)",27.266666666666666
46.2,6.14,83.0,46.2,6.14,86.0,170,299744449,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 2.0536168395962333)","('Geneva', 2.0536168395962333)",0.0
47.72,8.62,61.0,47.72,8.62,104.0,170,708580673641189376,Suisse,Suisse,Schaffhausen,Schaffhausen,0.0,"('Zurich', 39.613388327418576)","('Zurich', 39.613388327418576)",0.0
45.8,6.17,92.0,45.8,6.17,75.0,170,405110070,France,France,-,-,0.0,"('Annecy', 11.853619655778012)","('Annecy', 11.853619655778012)",0.0
47.38,8.54,73.0,47.38,8.54,17.0,170,1200603414,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
47.38,8.54,138.0,47.38,8.54,30.0,170,1482442986,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
46.21,6.09,29.0,46.21,6.09,22.0,170,390102322,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 6.002563584409144)","('Geneva', 6.002563584409144)",0.0
47.35,8.28,11.0,47.38,8.54,39.0,170,66347084,Suisse,Suisse,Zürich,Aargau,19.851564149291526,"('Zurich', 1.6615021190898316)","('Zurich', 20.40912667155648)",26.583333333333332
46.18,6.22,127.0,46.18,6.22,43.0,170,2479628088,France,France,-,-,0.0,"('Annemasse', 2.1011620179987336)","('Annemasse', 2.1011620179987336)",0.0
47.47,6.84,56.0,47.49,6.84,13.0,170,385744455,France,France,-,-,2.222502269490148,"('Mulhouse', 46.90468754431228)","('Mulhouse', 48.310839613952915)",4.1
47.47,8.32,75.0,47.47,8.32,90.0,170,2248447360,Suisse,Suisse,Aargau,Aargau,0.0,"('Zurich', 20.758960576989317)","('Zurich', 20.758960576989317)",0.0
46.53,6.65,75.0,46.53,6.65,92.0,170,2920695861,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 1.3283201334703978)","('Lausanne', 1.3283201334703978)",0.0
47.49,6.82,85.0,47.49,6.82,80.0,170,3429785602,France,France,-,-,0.0,"('Mulhouse', 48.09364450822657)","('Mulhouse', 48.09364450822657)",0.0
47.38,8.54,10.0,47.38,8.54,22.0,170,708975690,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
46.22,10.18,24.0,46.22,10.18,21.0,171,550934282,Italia,Italia,-,-,0.0,"('Varese', 113.62143745618023)","('Varese', 113.62143745618023)",0.0
46.94,7.45,27.0,46.94,7.45,13.0,171,130661948,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 2.882739961660609)","('Bern', 2.882739961660609)",0.0
47.48,9.48,69.0,47.48,9.48,99.0,171,60976806,Suisse,Suisse,Sankt Gallen,Sankt Gallen,0.0,"('Zurich', 71.04631864285768)","('Zurich', 71.04631864285768)",0.0
47.42,9.36,58.0,47.42,9.36,55.0,171,296307259,Suisse,Suisse,Sankt Gallen,Sankt Gallen,0.0,"('Zurich', 61.22144782142145)","('Zurich', 61.22144782142145)",0.0
47.76,7.34,98.0,47.76,7.34,70.0,171,1969547977,France,France,-,-,0.0,"('Mulhouse', 1.218783863485008)","('Mulhouse', 1.218783863485008)",0.0
45.84,9.03,74.0,45.84,9.03,97.0,171,1880925962,Suisse,Suisse,Ticino,Ticino,0.0,"('Varese', 15.960554102891958)","('Varese', 15.960554102891958)",0.0
46.25,6.33,61.0,46.25,6.33,110.0,171,133020405,France,France,-,-,0.0,"('Annemasse', 9.40917393447282)","('Annemasse', 9.40917393447282)",0.0
45.8,9.08,92.0,45.8,9.08,79.0,171,1887048578,Italia,Italia,-,-,0.0,"('Varese', 19.741049492816074)","('Varese', 19.741049492816074)",0.0
47.32,8.8,24.0,47.32,8.8,15.0,171,562320103,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 19.526021552325567)","('Zurich', 19.526021552325567)",0.0
45.83,6.81,121.0,45.83,6.81,38.0,171,84932292,Italia,Italia,-,-,0.0,"('Annecy', 54.20984604150633)","('Annecy', 54.20984604150633)",0.0
47.38,8.54,65.0,47.38,8.54,95.0,171,2914934921,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
47.39,8.05,16.0,47.37,8.04,67.0,171,83235485,Suisse,Suisse,Aargau,Aargau,2.3464269430033355,"('Luzern', 36.16227975199224)","('Zurich', 37.71357156521014)",5.65
47.38,8.54,83.0,47.38,8.54,88.0,171,83144550,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
47.66,7.47,18.0,47.68,7.39,43.0,171,392756230,France,France,-,-,6.385768970566937,"('Mulhouse', 8.858931584650785)","('Basel', 14.224497934898896)",12.3
47.75,7.33,88.0,47.75,7.33,83.0,172,311629903,France,France,-,-,0.0,"('Mulhouse', 0.2465655646310726)","('Mulhouse', 0.2465655646310726)",0.0
46.25,6.13,20.0,46.25,6.13,20.0,172,83820590,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 6.231589512632507)","('Geneva', 6.231589512632507)",0.0
46.8,7.04,10.0,46.8,7.16,18.0,172,187941452,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg,9.128444092408852,"('Bern', 26.67058745018392)","('Bern', 34.92118400502686)",21.283333333333335
47.74,10.3,105.0,47.74,10.3,67.0,172,224668812,Deutschland,Deutschland,-,-,0.0,"('Zurich', 137.64480053620395)","('Zurich', 137.64480053620395)",0.0
45.92,6.13,11.0,45.92,6.13,66.0,172,2209951737,France,France,-,-,0.0,"('Annecy', 2.448880879417461)","('Annecy', 2.448880879417461)",0.0
46.84,7.66,28.0,46.84,7.66,49.0,172,1292122494,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 16.97751878100267)","('Bern', 16.97751878100267)",0.0
47.54,7.62,82.0,47.54,7.62,27.0,172,332863580,Suisse,Suisse,Basel-Landschaft,Basel-Landschaft,0.0,"('Basel', 3.32464319857146)","('Basel', 3.32464319857146)",0.0
45.85,6.1,35.0,45.85,6.1,117.0,172,387909047,France,France,-,-,0.0,"('Annecy', 5.704504113384962)","('Annecy', 5.704504113384962)",0.0
46.95,7.39,118.0,46.95,7.39,52.0,172,2577434844,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 6.896901927923054)","('Bern', 6.896901927923054)",0.0
47.42,6.87,59.0,47.42,6.87,101.0,172,342922726,France,France,-,-,0.0,"('Mulhouse', 50.50399585772001)","('Mulhouse', 50.50399585772001)",0.0
46.2,8.97,150.0,46.2,8.97,22.0,172,735060168,Suisse,Suisse,Ticino,Ticino,0.0,"('Varese', 43.91580770827449)","('Varese', 43.91580770827449)",0.0
47.13,7.25,57.0,47.13,7.25,115.0,172,325369855,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 28.83247562052009)","('Bern', 28.83247562052009)",0.0
47.37,8.54,19.0,47.34,8.54,11.0,172,221126928,Suisse,Suisse,Zürich,Zürich,3.3337534042334545,"('Zurich', 3.057831525739255)","('Zurich', 0.8386823848142152)",7.5
47.74,7.36,48.0,47.74,7.36,122.0,172,623914282,France,France,-,-,0.0,"('Mulhouse', 2.2837310667644943)","('Mulhouse', 2.2837310667644943)",0.0
46.44,6.87,14.0,46.45,6.93,21.0,172,709774429786677249,Suisse,Suisse,Vaud,Vaud,4.726733010550704,"('Lausanne', 22.16889602947618)","('Lausanne', 18.693601448513782)",14.45
46.62,9.61,33.0,46.62,9.61,139.0,172,260959523,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun,0.0,"('Varese', 107.6124734418762)","('Varese', 107.6124734418762)",0.0
45.84,9.36,21.0,45.84,9.36,21.0,172,2486694165,Italia,Italia,-,-,0.0,"('Varese', 41.39281546685106)","('Varese', 41.39281546685106)",0.0
47.54,6.47,17.0,47.54,6.47,13.0,172,2822728705,France,France,-,-,0.0,"('Mulhouse', 68.71645569758579)","('Mulhouse', 68.71645569758579)",0.0
47.63,6.15,24.0,47.63,6.15,23.0,172,1462883370,France,France,-,-,0.0,"('Pontarlier', 82.20466929832462)","('Pontarlier', 82.20466929832462)",0.0
45.92,6.16,74.0,45.92,6.16,86.0,172,244880081,France,France,-,-,0.0,"('Annecy', 4.018478341957815)","('Annecy', 4.018478341957815)",0.0
46.19,6.14,59.0,46.19,6.14,27.0,172,55522715,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 2.335163533261674)","('Geneva', 2.335163533261674)",0.0
47.32,8.51,11.0,47.38,8.54,10.0,172,17007639,Suisse,Suisse,Zürich,Zürich,7.0396926116269825,"('Zurich', 1.6615021190898316)","('Zurich', 5.9973837578884455)",17.05
47.26,8.59,41.0,47.26,8.59,72.0,172,21226191,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 12.230810634468257)","('Zurich', 12.230810634468257)",0.0
46.12,6.13,72.0,46.12,6.13,100.0,172,2940129832,France,France,-,-,0.0,"('Geneva', 9.328013795677164)","('Geneva', 9.328013795677164)",0.0
45.8,9.08,160.0,45.8,9.08,13.0,173,426642803,Italia,Italia,-,-,0.0,"('Varese', 19.741049492816074)","('Varese', 19.741049492816074)",0.0
47.24,6.02,17.0,47.25,6.04,45.0,173,581799964,France,France,-,-,1.8738441638947887,"('Pontarlier', 45.30275743433095)","('Pontarlier', 45.195828270992635)",4.883333333333334
47.26,6.01,122.0,47.26,6.01,23.0,173,54290899,France,France,-,-,0.0,"('Pontarlier', 47.46111061695262)","('Pontarlier', 47.46111061695262)",0.0
47.56,6.21,67.0,47.56,6.21,82.0,173,3322571704,France,France,-,-,0.0,"('Pontarlier', 73.77399537928528)","('Pontarlier', 73.77399537928528)",0.0
46.95,7.39,59.0,46.95,7.39,114.0,173,767502398,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 6.896901927923054)","('Bern', 6.896901927923054)",0.0
45.9,6.11,38.0,45.9,6.11,16.0,173,3136028108,France,France,-,-,0.0,"('Annecy', 0.5181337027284519)","('Annecy', 0.5181337027284519)",0.0
47.63,6.14,65.0,47.63,6.14,80.0,173,140594687,France,France,-,-,0.0,"('Pontarlier', 82.3500721124157)","('Pontarlier', 82.3500721124157)",0.0
46.53,6.64,32.0,46.53,6.65,22.0,173,239892345,Suisse,Suisse,Vaud,Vaud,0.7645126391146434,"('Lausanne', 1.3283201334703978)","('Lausanne', 2.0738663366172827)",6.15
47.38,8.54,51.0,47.38,8.54,26.0,173,1493225743,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
47.38,8.54,35.0,47.38,8.54,17.0,173,17988402,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
46.52,6.63,30.0,46.52,6.63,64.0,173,214198913,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 3.17137909633806)","('Lausanne', 3.17137909633806)",0.0
47.43,8.67,120.0,47.43,8.67,53.0,173,411422067,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 11.4456822698284)","('Zurich', 11.4456822698284)",0.0
46.83,9.22,26.0,46.83,9.22,144.0,174,487899660,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun,0.0,"('Luzern', 77.59146043185083)","('Luzern', 77.59146043185083)",0.0
45.88,6.43,53.0,45.88,6.43,120.0,174,156420910,France,France,-,-,0.0,"('Annecy', 24.334601974995415)","('Annecy', 24.334601974995415)",0.0
46.31,7.5,54.0,46.31,7.5,55.0,174,97914081,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 14.3319813188369)","('Sion', 14.3319813188369)",0.0
46.36,6.3,21.0,46.37,6.3,39.0,174,251789382,France,France,-,-,1.1112511347447205,"('Annemasse', 20.091583333176587)","('Annemasse', 19.014253427592525)",2.683333333333333
45.73,6.18,90.0,45.73,6.18,83.0,174,629559614,France,France,-,-,0.0,"('Annecy', 19.517078937702507)","('Annecy', 19.517078937702507)",0.0
45.88,8.41,10.0,45.87,8.41,53.0,174,1260414104,Italia,Italia,-,-,1.1112511347454275,"('Varese', 32.755883479926375)","('Varese', 32.96873396507484)",3.533333333333333
46.58,6.43,23.0,46.58,6.43,151.0,174,449017551,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 18.81689186741865)","('Lausanne', 18.81689186741865)",0.0
46.17,9.9,38.0,46.16,9.87,21.0,174,75607994,Italia,Italia,-,-,2.562404535307634,"('Varese', 89.10698413543231)","('Varese', 91.6691395559694)",3.033333333333333
46.2,6.77,130.0,46.2,6.77,44.0,174,2933643699,France,France,-,-,0.0,"('Lausanne', 37.875547166117336)","('Lausanne', 37.875547166117336)",0.0
47.61,9.2,20.0,47.61,9.2,30.0,174,2293373887,Suisse,Suisse,Thurgau,Thurgau,0.0,"('Zurich', 55.79887080699705)","('Zurich', 55.79887080699705)",0.0
45.8,8.89,77.0,45.8,8.89,93.0,174,2295280281,Italia,Italia,-,-,0.0,"('Varese', 5.30050234012211)","('Varese', 5.30050234012211)",0.0
46.34,6.44,61.0,46.34,6.44,52.0,174,120998395,France,France,-,-,0.0,"('Annemasse', 22.434370875978328)","('Annemasse', 22.434370875978328)",0.0
47.56,7.58,63.0,47.57,7.58,23.0,174,2728102168,Suisse,Suisse,Basel-Stadt,Basel-Stadt,1.1112511347440135,"('Basel', 1.5437335940946904)","('Basel', 1.6743361716465146)",4.066666666666666
46.21,6.26,31.0,46.21,6.26,142.0,174,849908748,France,France,-,-,0.0,"('Annemasse', 2.438617112599803)","('Annemasse', 2.438617112599803)",0.0
45.8,9.08,127.0,45.8,9.08,45.0,174,408437002,Italia,Italia,-,-,0.0,"('Varese', 19.741049492816074)","('Varese', 19.741049492816074)",0.0
47.39,8.51,16.0,47.39,8.52,26.0,174,70384649,Suisse,Suisse,Zürich,Zürich,0.752321943381663,"('Zurich', 3.437653130730771)","('Zurich', 3.9725471184483117)",2.3666666666666667
46.25,6.89,79.0,46.25,6.89,93.0,174,396710323,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 35.40245911955159)","('Sion', 35.40245911955159)",0.0
45.81,9.08,32.0,45.81,9.08,58.0,174,575410575,Italia,Italia,-,-,0.0,"('Varese', 19.660312102473473)","('Varese', 19.660312102473473)",0.0
46.95,7.39,87.0,46.95,7.39,28.0,174,133828602,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 6.896901927923054)","('Bern', 6.896901927923054)",0.0
46.2,6.14,27.0,46.19,6.18,16.0,174,716523706,Suisse,Suisse,Genève,Genève,3.271382462567267,"('Geneva', 1.5104708580774127)","('Geneva', 2.0536168395962333)",7.35
47.46,6.81,46.0,47.46,6.81,85.0,175,2884810879,France,France,-,-,0.0,"('Mulhouse', 50.752240607193585)","('Mulhouse', 50.752240607193585)",0.0
46.93,7.5,14.0,46.93,7.5,34.0,175,296157774,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 2.927759451281923)","('Bern', 2.927759451281923)",0.0
47.49,6.74,69.0,47.49,6.74,104.0,175,1776862242,France,France,-,-,0.0,"('Mulhouse', 53.00638593280465)","('Mulhouse', 53.00638593280465)",0.0
46.19,6.16,14.0,46.2,6.14,117.0,175,1254313278,Suisse,Suisse,Genève,Genève,1.8978000829919273,"('Geneva', 2.0536168395962333)","('Geneva', 1.2249446550703356)",4.983333333333333
47.43,8.67,62.0,47.43,8.67,113.0,175,279655508,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 11.4456822698284)","('Zurich', 11.4456822698284)",0.0
47.34,7.24,101.0,47.34,7.24,70.0,175,2802571318,Suisse,Suisse,Jura,Jura,0.0,"('Basel', 36.964740522836415)","('Basel', 36.964740522836415)",0.0
47.62,6.79,49.0,47.62,6.79,36.0,175,3022821105,France,France,-,-,0.0,"('Mulhouse', 43.135208123975346)","('Mulhouse', 43.135208123975346)",0.0
46.2,6.14,126.0,46.2,6.14,49.0,175,1453431187,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 2.0536168395962333)","('Geneva', 2.0536168395962333)",0.0
46.38,7.63,102.0,46.38,7.63,73.0,175,1123420549,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 26.97696753395053)","('Sion', 26.97696753395053)",0.0
47.37,8.55,19.0,47.43,8.62,24.0,175,743424799,Suisse,Suisse,Zürich,Zürich,8.49579524031036,"('Zurich', 8.789300256245722)","('Zurich', 0.370046627869941)",16.383333333333333
45.76,9.85,75.0,45.76,9.85,100.0,175,590239962,Italia,Italia,-,-,0.0,"('Varese', 79.57413923238255)","('Varese', 79.57413923238255)",0.0
46.18,6.12,93.0,46.18,6.12,75.0,175,2724391972,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 4.224453209876227)","('Geneva', 4.224453209876227)",0.0
47.37,8.54,17.0,47.37,8.54,11.0,175,87532250,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 0.8386823848142152)","('Zurich', 0.8386823848142152)",0.0
47.2,7.39,127.0,47.2,7.39,45.0,175,3228543603,Suisse,Suisse,Solothurn,Solothurn,0.0,"('Bern', 32.01274189295713)","('Bern', 32.01274189295713)",0.0
45.95,6.63,54.0,45.95,6.63,65.0,175,1467783948,France,France,-,-,0.0,"('Annecy', 40.064427285736535)","('Annecy', 40.064427285736535)",0.0
47.38,8.54,71.0,47.4,8.48,33.0,175,2826102077,Suisse,Suisse,Zürich,Zürich,5.031410681972003,"('Zurich', 6.438833022280594)","('Zurich', 1.6615021190898316)",11.7
47.57,10.29,87.0,47.57,10.29,69.0,175,39831582,Deutschland,Deutschland,-,-,0.0,"('Zurich', 132.64490945310996)","('Zurich', 132.64490945310996)",0.0
47.28,8.55,66.0,47.28,8.55,81.0,175,1347351523,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 9.631213584832544)","('Zurich', 9.631213584832544)",0.0
47.38,8.54,34.0,47.38,8.54,142.0,176,2589790089,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
46.18,9.86,54.0,46.18,9.86,122.0,176,3139294979,Italia,Italia,-,-,0.0,"('Varese', 89.37554942084074)","('Varese', 89.37554942084074)",0.0
46.62,9.98,32.0,46.62,9.98,144.0,176,467245089,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun,0.0,"('Varese', 125.76723882325584)","('Varese', 125.76723882325584)",0.0
46.17,7.19,75.0,46.17,7.19,101.0,176,1416320318,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 14.174501802281947)","('Sion', 14.174501802281947)",0.0
46.2,9.03,127.0,46.2,9.03,47.0,176,1693279405,Suisse,Suisse,Ticino,Ticino,0.0,"('Varese', 45.306651752291046)","('Varese', 45.306651752291046)",0.0
47.75,7.32,63.0,47.75,7.32,113.0,176,928246621,France,France,-,-,0.0,"('Mulhouse', 0.9937339411537411)","('Mulhouse', 0.9937339411537411)",0.0
47.23,9.23,10.0,47.47,9.49,90.0,176,185608592,Suisse,Suisse,Sankt Gallen,Sankt Gallen,33.082870846305966,"('Zurich', 71.60640884200907)","('Zurich', 53.449711057791816)",70.9
46.32,6.16,20.0,46.32,6.16,29.0,176,3719014876,Suisse,Suisse,Vaud,Vaud,0.0,"('Geneva', 13.344945476764615)","('Geneva', 13.344945476764615)",0.0
46.26,6.04,82.0,46.26,6.04,41.0,176,77905323,France,France,-,-,0.0,"('Geneva', 11.803312848300175)","('Geneva', 11.803312848300175)",0.0
47.66,9.46,17.0,47.71,9.15,42.0,176,456774123,Deutschland,Deutschland,-,-,23.847426713733284,"('Zurich', 59.005703918453214)","('Zurich', 75.67983821632534)",64.55
46.19,6.1,116.0,46.19,6.1,56.0,176,616881743,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 5.249626885226683)","('Geneva', 5.249626885226683)",0.0
47.08,7.32,19.0,46.95,7.45,13.0,176,107517767,Suisse,Suisse,Bern - Berne,Bern - Berne,17.484514285166686,"('Bern', 3.9114326458506987)","('Bern', 21.281927154900842)",28.816666666666666
47.15,7.28,107.0,47.15,7.28,69.0,176,1033145390,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 29.53111825980812)","('Bern', 29.53111825980812)",0.0
46.2,6.14,13.0,46.21,6.09,41.0,176,609564183,Suisse,Suisse,Genève,Genève,4.002721969418252,"('Geneva', 6.002563584409144)","('Geneva', 2.0536168395962333)",21.45
47.38,6.82,20.0,47.38,6.82,25.0,176,2493307619,France,France,-,-,0.0,"('Mulhouse', 56.31934275802383)","('Mulhouse', 56.31934275802383)",0.0
47.57,7.57,98.0,47.57,7.57,76.0,176,98866110,Suisse,Suisse,Basel-Stadt,Basel-Stadt,0.0,"('Basel', 2.2790145284971275)","('Basel', 2.2790145284971275)",0.0
