workLat,workLong,workTweets,homeLat,homeLong,homeTweets,#tweets,userID,homeCountry,workCountry,homeCanton,workCanton,distance,closer to home,closer to work,routeTime
47.61,6.13,40.0,47.61,6.13,85.0,200,572729785,France,France,-,-,0.0,"('Pontarlier', 80.32927275893262)","('Pontarlier', 80.32927275893262)",0.0
46.18,6.71,29.0,46.18,6.71,20.0,200,213375823,France,France,-,-,0.0,"('Annemasse', 36.370340312617984)","('Annemasse', 36.370340312617984)",0.0
47.41,8.59,22.0,47.37,8.55,26.0,201,86562451,Suisse,Suisse,Zürich,Zürich,5.367855847246545,"('Zurich', 0.370046627869941)","('Zurich', 5.678124748831119)",11.316666666666666
45.84,6.06,60.0,45.84,6.06,104.0,201,122144384,France,France,-,-,0.0,"('Annecy', 7.981410544880932)","('Annecy', 7.981410544880932)",0.0
46.2,6.16,21.0,46.39,6.23,16.0,201,425849098,Suisse,Suisse,Vaud,Genève,21.78712029043091,"('Geneva', 21.665950392186208)","('Geneva', 0.5153270743844632)",23.066666666666666
47.37,8.64,12.0,47.38,8.54,27.0,201,726532038,Suisse,Suisse,Zürich,Zürich,7.60696514374386,"('Zurich', 1.6615021190898316)","('Zurich', 6.783780211869944)",19.983333333333334
46.53,6.6,78.0,46.53,6.59,10.0,201,760167186,Suisse,Suisse,Vaud,Vaud,0.7645126391145827,"('Lausanne', 5.875089534526424)","('Lausanne', 5.112313597114951)",3.2666666666666666
46.53,6.65,11.0,46.67,6.79,65.0,201,2163174537,Suisse,Suisse,Vaud,Vaud,18.875877674270384,"('Lausanne', 17.871308342076023)","('Lausanne', 1.3283201334703978)",22.833333333333332
46.48,6.88,13.0,46.48,6.91,77.0,201,355384898,Suisse,Suisse,Vaud,Vaud,2.2956483741949016,"('Lausanne', 19.528458717748574)","('Lausanne', 17.355978379153534)",26.55
46.24,6.02,11.0,46.33,6.07,10.0,201,207965803,France,France,-,-,10.713030962505902,"('Geneva', 16.244443209211422)","('Geneva', 12.123507512880002)",16.6
45.8,9.08,111.0,45.8,9.08,90.0,201,3375490877,Italia,Italia,-,-,0.0,"('Varese', 19.741049492816074)","('Varese', 19.741049492816074)",0.0
46.54,10.14,47.0,46.53,10.14,33.0,201,488671366,Italia,Italia,-,-,1.1112511347447205,"('Varese', 128.39068867317388)","('Varese', 129.07159084101502)",3.0833333333333335
46.23,6.01,77.0,46.23,6.01,122.0,201,2293374860,France,France,-,-,0.0,"('Geneva', 12.501891970253503)","('Geneva', 12.501891970253503)",0.0
47.5,7.59,138.0,47.5,7.59,62.0,201,726765287794696192,Suisse,Suisse,Basel-Landschaft,Basel-Landschaft,0.0,"('Basel', 7.449920935051883)","('Basel', 7.449920935051883)",0.0
46.24,5.98,10.0,46.24,5.98,13.0,201,1316561258,France,France,-,-,0.0,"('Geneva', 15.027160447077252)","('Geneva', 15.027160447077252)",0.0
47.76,7.34,45.0,47.76,7.34,153.0,201,2533476999,France,France,-,-,0.0,"('Mulhouse', 1.218783863485008)","('Mulhouse', 1.218783863485008)",0.0
46.21,6.4,80.0,46.21,6.4,30.0,201,354901802,France,France,-,-,0.0,"('Annemasse', 12.602518951601882)","('Annemasse', 12.602518951601882)",0.0
46.01,8.94,70.0,46.01,8.94,128.0,201,1506086376,Suisse,Suisse,Ticino,Ticino,0.0,"('Varese', 23.114138557330094)","('Varese', 23.114138557330094)",0.0
45.8,10.13,83.0,45.8,10.13,85.0,201,552208628,Italia,Italia,-,-,0.0,"('Varese', 100.9950834622499)","('Varese', 100.9950834622499)",0.0
47.44,8.63,131.0,47.44,8.63,57.0,201,349181831,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 10.129556373592587)","('Zurich', 10.129556373592587)",0.0
47.22,10.14,69.0,47.21,10.15,11.0,201,2214536422,Österreich,Österreich,-,-,1.3433640335167365,"('Zurich', 121.8513978134417)","('Zurich', 120.93948860378931)",8.5
46.14,6.47,112.0,46.14,6.47,50.0,201,1922353164,France,France,-,-,0.0,"('Annemasse', 18.87229336601542)","('Annemasse', 18.87229336601542)",0.0
47.27,9.63,108.0,47.27,9.65,11.0,201,464475582,Österreich,Österreich,-,-,1.5080664143052642,"('Zurich', 83.56054081537465)","('Zurich', 82.06662080374937)",3.6
45.91,6.14,33.0,45.91,6.14,160.0,201,2375786959,France,France,-,-,0.0,"('Annecy', 2.1168425532954935)","('Annecy', 2.1168425532954935)",0.0
47.01,8.31,12.0,47.01,8.31,12.0,201,522271011,Suisse,Suisse,Luzern,Luzern,0.0,"('Luzern', 8.780585046665145)","('Luzern', 8.780585046665145)",0.0
46.17,9.87,14.0,46.17,9.87,13.0,201,82308954,Italia,Italia,-,-,0.0,"('Varese', 89.58055724979214)","('Varese', 89.58055724979214)",0.0
47.52,8.55,70.0,47.51,8.64,23.0,201,1916612011,Suisse,Suisse,Zürich,Zürich,6.845619367719075,"('Zurich', 17.304568887141443)","('Zurich', 17.03881364904216)",15.216666666666667
46.23,6.14,11.0,47.38,8.54,10.0,202,23933098,Suisse,Suisse,Zürich,Genève,222.82048385675725,"('Zurich', 1.6615021190898316)","('Geneva', 3.915220404275979)",159.26666666666668
45.8,9.08,153.0,45.8,9.08,44.0,202,215684444,Italia,Italia,-,-,0.0,"('Varese', 19.741049492816074)","('Varese', 19.741049492816074)",0.0
47.42,7.08,122.0,47.42,7.08,74.0,202,1313835188,Suisse,Suisse,Jura,Jura,0.0,"('Mulhouse', 41.2944933960604)","('Mulhouse', 41.2944933960604)",0.0
46.15,9.46,178.0,46.15,9.46,24.0,202,837700771,Italia,Italia,-,-,0.0,"('Varese', 61.302316001336465)","('Varese', 61.302316001336465)",0.0
47.2,5.94,122.0,47.2,5.94,78.0,202,222170278,France,France,-,-,0.0,"('Pontarlier', 45.54989655475243)","('Pontarlier', 45.54989655475243)",0.0
47.28,7.13,48.0,47.42,7.2,89.0,202,2396306069,Suisse,Suisse,Jura,Jura,16.425947823210123,"('Basel', 34.17284010350646)","('Basel', 47.578382914696434)",30.766666666666666
47.38,8.54,67.0,47.39,8.49,39.0,202,1314383628,Suisse,Suisse,Zürich,Zürich,3.922661195463965,"('Zurich', 5.206333266012144)","('Zurich', 1.6615021190898316)",9.583333333333334
47.63,6.84,39.0,47.63,6.84,51.0,202,617225481,France,France,-,-,0.0,"('Mulhouse', 39.2357867853495)","('Mulhouse', 39.2357867853495)",0.0
46.34,7.16,58.0,46.35,7.17,17.0,202,190965267,Suisse,Suisse,Vaud,Vaud,1.350311400561748,"('Sion', 18.952842411022207)","('Sion', 18.80099691828898)",5.0
47.76,9.57,119.0,47.76,9.57,79.0,202,4117397751,Deutschland,Deutschland,-,-,0.0,"('Zurich', 88.09139063021748)","('Zurich', 88.09139063021748)",0.0
46.17,6.19,61.0,46.19,6.21,17.0,203,381009831,France,France,-,-,2.7032525563028997,"('Annemasse', 2.186212499512934)","('Geneva', 3.785143936742611)",10.4
47.63,8.31,22.0,47.63,8.31,43.0,203,332183968,Deutschland,Deutschland,-,-,0.0,"('Zurich', 34.365167521589406)","('Zurich', 34.365167521589406)",0.0
47.01,8.34,81.0,47.01,8.34,85.0,203,125071045,Suisse,Suisse,Luzern,Luzern,0.0,"('Luzern', 9.856724080954521)","('Luzern', 9.856724080954521)",0.0
47.23,6.01,11.0,47.63,6.81,29.0,203,135975223,France,France,-,-,74.78325303042921,"('Mulhouse', 41.35331155486202)","('Pontarlier', 44.720426715861244)",65.0
46.26,10.5,51.0,46.53,9.87,17.0,203,419069771,Suisse,Italia,Graubünden - Grigioni - Grischun,-,56.84653551452065,"('Varese', 112.76446684195797)","('Varese', 138.14138809684533)",108.28333333333333
45.81,6.96,49.0,45.81,6.96,100.0,203,294163266,Italia,Italia,-,-,0.0,"('Sion', 55.84186676068035)","('Sion', 55.84186676068035)",0.0
45.92,6.16,151.0,45.92,6.16,52.0,203,82054507,France,France,-,-,0.0,"('Annecy', 4.018478341957815)","('Annecy', 4.018478341957815)",0.0
45.91,6.12,69.0,45.91,6.12,96.0,203,554174284,France,France,-,-,0.0,"('Annecy', 1.1401730075055145)","('Annecy', 1.1401730075055145)",0.0
46.59,6.66,33.0,46.38,6.24,16.0,203,250024644,Suisse,Suisse,Vaud,Vaud,39.71529552341079,"('Annemasse', 20.625577304297412)","('Lausanne', 6.321556075765866)",36.416666666666664
47.61,6.81,23.0,47.62,6.79,121.0,203,2231477520,France,France,-,-,1.865344163947131,"('Mulhouse', 43.135208123975346)","('Mulhouse', 42.12952372995473)",5.583333333333333
45.92,6.16,48.0,45.92,6.16,39.0,203,1448589758,France,France,-,-,0.0,"('Annecy', 4.018478341957815)","('Annecy', 4.018478341957815)",0.0
47.48,6.74,111.0,47.48,6.74,91.0,204,1413842899,France,France,-,-,0.0,"('Mulhouse', 53.62370809455017)","('Mulhouse', 53.62370809455017)",0.0
47.38,8.54,70.0,47.38,8.54,81.0,204,168746759,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
45.82,9.22,71.0,45.82,9.22,128.0,204,1044744824,Italia,Italia,-,-,0.0,"('Varese', 30.4840414779751)","('Varese', 30.4840414779751)",0.0
46.59,6.54,66.0,46.59,6.54,138.0,204,2335980295,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 11.550604744073015)","('Lausanne', 11.550604744073015)",0.0
46.38,8.08,93.0,46.38,8.08,111.0,204,380174974,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 58.36129105576654)","('Sion', 58.36129105576654)",0.0
46.57,6.51,93.0,46.57,6.51,104.0,204,3163809425,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 12.650545447129339)","('Lausanne', 12.650545447129339)",0.0
46.97,7.19,80.0,46.97,7.19,123.0,204,629629897,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg,0.0,"('Bern', 21.812087436400784)","('Bern', 21.812087436400784)",0.0
45.83,6.05,59.0,45.83,6.05,126.0,204,52885671,France,France,-,-,0.0,"('Annecy', 9.335361867397689)","('Annecy', 9.335361867397689)",0.0
47.75,7.33,142.0,47.75,7.33,62.0,204,299671391,France,France,-,-,0.0,"('Mulhouse', 0.2465655646310726)","('Mulhouse', 0.2465655646310726)",0.0
46.18,6.22,14.0,46.12,6.05,60.0,204,615608931,France,France,-,-,14.687900622333194,"('Geneva', 12.637905521457123)","('Annemasse', 2.1011620179987336)",20.4
47.38,8.54,27.0,47.38,8.54,162.0,204,2770529451,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
46.81,8.22,51.0,46.81,8.22,154.0,205,3249885935,Suisse,Suisse,Obwalden,Obwalden,0.0,"('Luzern', 30.57643122586675)","('Luzern', 30.57643122586675)",0.0
46.64,7.97,37.0,46.62,7.93,14.0,205,362022429,Suisse,Suisse,Bern - Berne,Bern - Berne,3.775812106738172,"('Bern', 48.27647638090393)","('Bern', 49.11675752278362)",36.36666666666667
47.41,10.28,102.0,47.41,10.28,69.0,205,42620217,Deutschland,Deutschland,-,-,0.0,"('Zurich', 130.24215234500704)","('Zurich', 130.24215234500704)",0.0
46.23,7.26,13.0,46.23,7.26,10.0,205,366412146,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 6.928027264984225)","('Sion', 6.928027264984225)",0.0
47.2,5.94,106.0,47.2,5.94,88.0,205,2352125503,France,France,-,-,0.0,"('Pontarlier', 45.54989655475243)","('Pontarlier', 45.54989655475243)",0.0
46.84,7.66,25.0,46.84,7.66,20.0,205,95161101,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 16.97751878100267)","('Bern', 16.97751878100267)",0.0
45.83,7.82,103.0,45.87,7.83,15.0,205,1363217892,Italia,Italia,-,-,4.511894023470526,"('Sion', 54.77431078480795)","('Sion', 57.648355165990374)",44.4
45.96,9.25,76.0,45.8,9.08,21.0,205,442026986,Italia,Italia,-,-,22.115336641889176,"('Varese', 19.741049492816074)","('Varese', 36.386099176706864)",45.13333333333333
46.2,6.14,94.0,46.2,6.14,66.0,205,2252475469,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 2.0536168395962333)","('Geneva', 2.0536168395962333)",0.0
46.52,6.67,53.0,46.52,6.67,151.0,205,1007441862,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 1.4993449531963374)","('Lausanne', 1.4993449531963374)",0.0
46.21,6.12,15.0,47.37,8.53,22.0,206,845297940,Suisse,Suisse,Zürich,Genève,224.1229207033401,"('Zurich', 1.5500803336139959)","('Geneva', 3.759564287855678)",158.9
47.23,8.66,12.0,47.38,8.54,33.0,206,134248846,Suisse,Suisse,Zürich,Zürich,18.963459669841043,"('Zurich', 1.6615021190898316)","('Zurich', 17.3026558658715)",20.816666666666666
47.2,5.94,100.0,47.2,5.94,74.0,206,369624260,France,France,-,-,0.0,"('Pontarlier', 45.54989655475243)","('Pontarlier', 45.54989655475243)",0.0
46.92,7.5,74.0,46.92,7.5,71.0,206,1184517997,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 2.554029862289827)","('Bern', 2.554029862289827)",0.0
47.16,8.5,31.0,47.15,8.51,44.0,206,265028430,Suisse,Suisse,Zug,Zug,1.3438438633896344,"('Luzern', 19.835593132965798)","('Luzern', 19.591975729006464)",0.0
47.72,7.28,57.0,47.72,7.28,146.0,206,1477594789,France,France,-,-,0.0,"('Mulhouse', 5.1944798445368106)","('Mulhouse', 5.1944798445368106)",0.0
46.94,7.35,36.0,46.94,7.35,12.0,206,252743290,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 9.22694599988114)","('Bern', 9.22694599988114)",0.0
46.23,6.98,96.0,46.3,7.05,15.0,206,49585893,Suisse,Suisse,Vaud,Valais - Wallis,9.456642378345059,"('Sion', 24.208910613544635)","('Sion', 28.444301707214862)",35.53333333333333
47.59,7.55,144.0,47.59,7.55,58.0,206,4329541997,France,France,-,-,0.0,"('Basel', 4.555506180677573)","('Basel', 4.555506180677573)",0.0
47.61,6.81,90.0,47.61,6.81,99.0,206,3325105545,France,France,-,-,0.0,"('Mulhouse', 42.12952372995473)","('Mulhouse', 42.12952372995473)",0.0
45.77,9.02,92.0,45.77,9.02,50.0,206,231200860,Italia,Italia,-,-,0.0,"('Varese', 15.905655487059276)","('Varese', 15.905655487059276)",0.0
47.76,7.33,104.0,47.76,7.33,98.0,206,865378813,France,France,-,-,0.0,"('Mulhouse', 1.1382714878689029)","('Mulhouse', 1.1382714878689029)",0.0
46.59,6.66,64.0,46.59,6.66,127.0,206,312987001,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 6.321556075765866)","('Lausanne', 6.321556075765866)",0.0
47.44,8.47,128.0,47.44,8.47,35.0,206,2971172765,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 10.129556373592587)","('Zurich', 10.129556373592587)",0.0
47.22,8.75,19.0,47.22,8.75,20.0,206,2180401488,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 22.20075444298139)","('Zurich', 22.20075444298139)",0.0
46.74,7.28,36.0,46.47,6.84,80.0,206,989147239,Suisse,Suisse,Vaud,Fribourg - Freiburg,45.04045425198714,"('Lausanne', 15.006647084161932)","('Bern', 24.22928014599398)",53.483333333333334
45.9,6.11,114.0,45.9,6.11,63.0,207,2777619159,France,France,-,-,0.0,"('Annecy', 0.5181337027284519)","('Annecy', 0.5181337027284519)",0.0
46.19,6.78,89.0,46.19,6.78,118.0,207,141334663,France,France,-,-,0.0,"('Lausanne', 39.12618794003778)","('Lausanne', 39.12618794003778)",0.0
47.37,9.77,28.0,47.41,9.74,22.0,207,126300560,Österreich,Österreich,-,-,4.985173930119158,"('Zurich', 89.65764741187124)","('Zurich', 91.82080609523751)",12.316666666666666
46.19,6.23,36.0,46.19,6.23,11.0,207,602253857,France,France,-,-,0.0,"('Annemasse', 0.7680639590723782)","('Annemasse', 0.7680639590723782)",0.0
45.92,9.46,31.0,45.93,9.47,26.0,207,647043,Italia,Italia,-,-,1.3536564669542628,"('Varese', 51.33772271399852)","('Varese', 50.329077297943705)",9.233333333333333
47.39,8.05,12.0,47.55,7.61,11.0,207,187170151,Suisse,Suisse,Basel-Stadt,Aargau,37.53065642131136,"('Basel', 2.0015812992783637)","('Zurich', 37.71357156521014)",42.75
46.3,7.53,34.0,46.29,7.53,11.0,207,709009538,Suisse,Suisse,Valais - Wallis,Valais - Wallis,1.1112511347440135,"('Sion', 15.196806109966257)","('Sion', 15.689054044983829)",6.466666666666667
45.97,10.02,15.0,46.0,10.09,22.0,207,1283063808,Italia,Italia,-,-,6.350465198449224,"('Varese', 99.782164625859)","('Varese', 93.85504983973307)",63.083333333333336
45.8,9.08,110.0,45.8,9.08,94.0,207,16058166,Italia,Italia,-,-,0.0,"('Varese', 19.741049492816074)","('Varese', 19.741049492816074)",0.0
46.2,6.14,122.0,46.2,6.14,85.0,207,365370475,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 2.0536168395962333)","('Geneva', 2.0536168395962333)",0.0
47.75,7.33,48.0,47.75,7.33,83.0,207,182797134,France,France,-,-,0.0,"('Mulhouse', 0.2465655646310726)","('Mulhouse', 0.2465655646310726)",0.0
47.79,7.18,92.0,47.79,7.18,115.0,207,2260408482,France,France,-,-,0.0,"('Mulhouse', 12.282238065370306)","('Mulhouse', 12.282238065370306)",0.0
47.7,7.3,36.0,47.7,7.3,50.0,207,390588347,France,France,-,-,0.0,"('Mulhouse', 6.088383909546113)","('Mulhouse', 6.088383909546113)",0.0
46.27,6.21,10.0,46.26,6.21,91.0,207,342877830,Suisse,Suisse,Genève,Genève,1.1112511347454275,"('Geneva', 7.452186071904971)","('Geneva', 8.460879694747037)",4.116666666666666
47.45,6.83,111.0,47.45,6.83,90.0,207,2807449629,France,France,-,-,0.0,"('Mulhouse', 50.33547180592124)","('Mulhouse', 50.33547180592124)",0.0
47.38,8.54,48.0,47.35,8.44,13.0,207,3396034169,Suisse,Suisse,Zürich,Zürich,8.232036512641725,"('Zurich', 8.485190540605789)","('Zurich', 1.6615021190898316)",15.766666666666667
45.78,9.08,151.0,45.78,9.08,55.0,207,2715653488,Italia,Italia,-,-,0.0,"('Varese', 20.086826835143)","('Varese', 20.086826835143)",0.0
46.2,6.15,44.0,46.2,6.14,63.0,207,995313098,Suisse,Suisse,Genève,Genève,0.7691448868608697,"('Geneva', 2.0536168395962333)","('Geneva', 1.2844719595381455)",0.0
47.58,7.55,113.0,47.58,7.55,40.0,207,117468359,France,France,-,-,0.0,"('Basel', 4.029350185549167)","('Basel', 4.029350185549167)",0.0
46.23,6.08,100.0,46.22,6.11,13.0,208,322780508,Suisse,Suisse,Genève,Genève,2.5601345018346704,"('Geneva', 4.89401288942452)","('Geneva', 7.453746107894904)",5.516666666666667
47.65,6.84,193.0,47.65,6.84,15.0,208,186098115,France,France,-,-,0.0,"('Mulhouse', 38.53038843148269)","('Mulhouse', 38.53038843148269)",0.0
47.0,6.92,21.0,47.0,6.92,90.0,208,2756355405,Suisse,Suisse,Neuchâtel,Neuchâtel,0.0,"('Bern', 42.48570043641755)","('Bern', 42.48570043641755)",0.0
46.2,6.14,20.0,46.18,6.13,54.0,208,105415519,Suisse,Suisse,Genève,Genève,2.3518748922608936,"('Geneva', 3.5931045156331676)","('Geneva', 2.0536168395962333)",6.4
46.46,6.84,116.0,46.46,6.84,92.0,208,168743652,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 15.559569364668864)","('Lausanne', 15.559569364668864)",0.0
47.39,8.07,65.0,47.39,8.07,20.0,208,716215798667337728,Suisse,Suisse,Aargau,Aargau,0.0,"('Zurich', 36.21231013768556)","('Zurich', 36.21231013768556)",0.0
46.17,9.87,149.0,46.17,9.87,55.0,208,254721975,Italia,Italia,-,-,0.0,"('Varese', 89.58055724979214)","('Varese', 89.58055724979214)",0.0
45.75,6.41,48.0,46.4,6.58,50.0,208,963064387,France,France,-,-,73.41050319839567,"('Lausanne', 16.23149393026885)","('Annecy', 28.17274772247898)",102.05
46.25,6.13,23.0,46.25,6.13,16.0,208,1074364322,Suisse,Suisse,Genève,Genève,0.0,"('Geneva', 6.231589512632507)","('Geneva', 6.231589512632507)",0.0
46.84,7.66,98.0,46.84,7.66,110.0,208,140567363,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 16.97751878100267)","('Bern', 16.97751878100267)",0.0
46.18,9.86,157.0,46.18,9.86,51.0,208,4066354277,Italia,Italia,-,-,0.0,"('Varese', 89.37554942084074)","('Varese', 89.37554942084074)",0.0
46.2,6.23,82.0,46.2,6.23,105.0,208,2152465876,France,France,-,-,0.0,"('Annemasse', 0.8590948128471673)","('Annemasse', 0.8590948128471673)",0.0
47.11,6.82,106.0,47.11,6.82,79.0,208,864216480,Suisse,Suisse,Neuchâtel,Neuchâtel,0.0,"('Pontarlier', 42.02441308716626)","('Pontarlier', 42.02441308716626)",0.0
47.56,7.58,99.0,47.56,7.58,107.0,208,3415967219,Suisse,Suisse,Basel-Stadt,Basel-Stadt,0.0,"('Basel', 1.6743361716465146)","('Basel', 1.6743361716465146)",0.0
47.02,7.14,26.0,47.13,7.26,105.0,208,298211998,Suisse,Suisse,Bern - Berne,Bern - Berne,15.228171751905421,"('Bern', 28.4079966051942)","('Bern', 27.304542960586165)",22.45
47.45,8.53,48.0,47.45,8.53,160.0,208,886484755,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 9.38141822655845)","('Zurich', 9.38141822655845)",0.0
46.61,6.53,141.0,46.61,6.53,67.0,208,235891732,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 13.479615522944359)","('Lausanne', 13.479615522944359)",0.0
47.18,9.7,77.0,47.18,9.7,123.0,208,291001691,Österreich,Österreich,-,-,0.0,"('Zurich', 89.15421859987391)","('Zurich', 89.15421859987391)",0.0
46.3,7.46,30.0,46.3,7.46,23.0,208,605801932,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 11.240389628640461)","('Sion', 11.240389628640461)",0.0
45.98,10.34,34.0,46.25,10.52,11.0,209,304040447,Italia,Italia,-,-,33.05285929533614,"('Varese', 139.20781852493738)","('Varese', 118.4354452683538)",44.1
45.91,9.17,90.0,45.91,9.17,97.0,209,720619115812151296,Italia,Italia,-,-,0.0,"('Varese', 28.502771509770863)","('Varese', 28.502771509770863)",0.0
47.22,6.75,62.0,47.22,6.75,113.0,209,2894955747,France,France,-,-,0.0,"('Pontarlier', 46.14403976154765)","('Pontarlier', 46.14403976154765)",0.0
47.11,8.2,51.0,47.11,8.2,158.0,209,3134392801,Suisse,Suisse,Luzern,Luzern,0.0,"('Luzern', 5.85354084122452)","('Luzern', 5.85354084122452)",0.0
46.35,7.01,55.0,46.35,7.01,146.0,209,455334030,Suisse,Suisse,Vaud,Vaud,0.0,"('Sion', 29.150718961940388)","('Sion', 29.150718961940388)",0.0
46.23,8.77,20.0,46.23,8.77,19.0,209,726794318376255488,Suisse,Suisse,Ticino,Ticino,0.0,"('Varese', 46.034157957099225)","('Varese', 46.034157957099225)",0.0
46.17,6.19,76.0,46.17,6.19,42.0,209,2598664453,France,France,-,-,0.0,"('Geneva', 3.785143936742611)","('Geneva', 3.785143936742611)",0.0
46.32,6.18,88.0,46.32,6.18,121.0,209,3002175873,Suisse,Suisse,Vaud,Vaud,0.0,"('Geneva', 13.374107590751322)","('Geneva', 13.374107590751322)",0.0
47.05,8.3,15.0,47.06,8.3,32.0,209,260680020,Suisse,Suisse,Luzern,Luzern,1.1112511347454275,"('Luzern', 3.6133192045637683)","('Luzern', 4.477352202803946)",3.35
47.37,8.52,75.0,47.36,8.52,51.0,209,499677628,Suisse,Suisse,Zürich,Zürich,1.1112511347447205,"('Zurich', 2.376643291268331)","('Zurich', 2.2880159905374295)",2.7333333333333334
47.38,8.54,18.0,47.38,8.54,10.0,209,28305267,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 1.6615021190898316)","('Zurich', 1.6615021190898316)",0.0
45.85,6.1,125.0,45.85,6.1,79.0,209,4358921953,France,France,-,-,0.0,"('Annecy', 5.704504113384962)","('Annecy', 5.704504113384962)",0.0
46.44,6.9,182.0,46.44,6.9,27.0,210,19599938,Suisse,Suisse,Vaud,Vaud,0.0,"('Lausanne', 20.642865715355253)","('Lausanne', 20.642865715355253)",0.0
47.5,6.78,134.0,47.5,6.78,61.0,210,470412388,France,France,-,-,0.0,"('Mulhouse', 49.8904295005734)","('Mulhouse', 49.8904295005734)",0.0
45.86,6.61,64.0,45.86,6.61,34.0,210,1699221588,France,France,-,-,0.0,"('Annecy', 38.42023288054482)","('Annecy', 38.42023288054482)",0.0
47.5,8.46,155.0,47.5,8.46,54.0,210,780006258,Suisse,Suisse,Zürich,Zürich,0.0,"('Zurich', 16.287806837794907)","('Zurich', 16.287806837794907)",0.0
45.84,6.15,31.0,45.84,6.16,51.0,210,324937274,France,France,-,-,0.7741691434004195,"('Annecy', 7.461933452524517)","('Annecy', 7.1480399660630125)",2.95
46.56,6.02,21.0,47.2,5.94,11.0,210,312179941,France,France,-,-,71.37918323604197,"('Pontarlier', 45.54989655475243)","('Geneva', 41.55576404503688)",87.48333333333333
46.0,8.96,129.0,46.0,8.96,77.0,210,2606007708,Suisse,Suisse,Ticino,Ticino,0.0,"('Varese', 22.74976778646576)","('Varese', 22.74976778646576)",0.0
47.3,6.2,82.0,47.3,6.2,122.0,210,2992552001,France,France,-,-,0.0,"('Pontarlier', 45.60214656218321)","('Pontarlier', 45.60214656218321)",0.0
47.66,6.83,82.0,47.66,6.83,117.0,210,1393096909,France,France,-,-,0.0,"('Mulhouse', 38.94354111595819)","('Mulhouse', 38.94354111595819)",0.0
47.26,6.02,108.0,47.26,6.02,97.0,210,148878863,France,France,-,-,0.0,"('Pontarlier', 47.048637636625045)","('Pontarlier', 47.048637636625045)",0.0
47.56,7.51,47.0,47.56,7.51,17.0,211,1386967484,France,France,-,-,0.0,"('Basel', 6.789542426720334)","('Basel', 6.789542426720334)",0.0
47.06,6.9,72.0,47.06,6.9,114.0,211,573063352,Suisse,Suisse,Neuchâtel,Neuchâtel,0.0,"('Pontarlier', 44.80087585832297)","('Pontarlier', 44.80087585832297)",0.0
46.02,7.75,120.0,46.02,7.75,91.0,211,558834967,Suisse,Suisse,Valais - Wallis,Valais - Wallis,0.0,"('Sion', 38.87012264087061)","('Sion', 38.87012264087061)",0.0
46.3,6.17,100.0,46.3,6.17,84.0,211,482911026,Suisse,Suisse,Vaud,Vaud,0.0,"('Geneva', 11.115404383659895)","('Geneva', 11.115404383659895)",0.0
46.73,6.24,119.0,46.73,6.24,92.0,211,416564591,France,France,-,-,0.0,"('Pontarlier', 21.18349761621088)","('Pontarlier', 21.18349761621088)",0.0
46.95,7.39,57.0,46.95,7.39,10.0,211,27077755,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 6.896901927923054)","('Bern', 6.896901927923054)",0.0
46.91,7.42,54.0,46.91,7.42,77.0,211,67444775,Suisse,Suisse,Bern - Berne,Bern - Berne,0.0,"('Bern', 3.622337631375012)","('Bern', 3.622337631375012)",0.0
47.72,7.28,105.0,47.72,7.28,101.0,211,1524537300,France,France,-,-,0.0,"('Mulhouse', 5.1944798445368106)","('Mulhouse', 5.1944798445368106)",0.0
45.89,6.13,27.0,45.89,6.13,13.0,211,54935006,France,France,-,-,0.0,"('Annecy', 1.5142496250374293)","('Annecy', 1.5142496250374293)",0.0
46.25,6.13,28.0,46.19,6.11,60.0,211,359407647,Suisse,Suisse,Genève,Genève,6.842533073271789,"('Geneva', 4.500789909308684)","('Geneva', 6.231589512632507)",11.566666666666666
